,Rank,Points,Player_1_Name,Player_2_Name,Player_3_Name,Player_4_Name,Player_5_Name,Player_6_Name,Player_7_Name,Player_8_Name,Player_9_Name,Player_10_Name,Player_1_Position_Rostered,Player_2_Position_Rostered,Player_3_Position_Rostered,Player_4_Position_Rostered,Player_5_Position_Rostered,Player_6_Position_Rostered,Player_7_Position_Rostered,Player_8_Position_Rostered,Player_9_Position_Rostered,Player_10_Position_Rostered,Player_1_Salary,Player_2_Salary,Player_3_Salary,Player_4_Salary,Player_5_Salary,Player_6_Salary,Player_7_Salary,Player_8_Salary,Player_9_Salary,Player_10_Salary,Player_1_Team,Player_2_Team,Player_3_Team,Player_4_Team,Player_5_Team,Player_6_Team,Player_7_Team,Player_8_Team,Player_9_Team,Player_10_Team,Main_Stack,Secondary_Stack,Tertiary_Stack,Main_Stack_Length,Secondary_Stack_Length,Tertiary_Stack_Length
JMK529,324,62.6,Alex Wood,Dylan Bundy,Matt Olson,Carlos Correa,Ozzie Albies,Austin Riley,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,P,P,1B,SS,2B,3B,OF,OF,OF,C,9200,5600,5400,5100,4800,4800,4100,4100,3800,2800,SF,MIN,ATL,MIN,ATL,ATL,ATL,MIA,ATL,MIN,ATL,MIN,,5,2,
herdnation1,324,62.6,Alex Wood,Dylan Bundy,Vladimir Guerrero Jr.,Bo Bichette,Ozzie Albies,Teoscar Hernandez,Adam Duvall,Matt Chapman,Marcell Ozuna,Zack Collins,P,P,1B,SS,2B,OF,OF,3B,OF,C,9200,5600,6100,5400,4800,4700,4100,4000,3800,2300,SF,MIN,TOR,TOR,ATL,TOR,ATL,TOR,ATL,TOR,TOR,ATL,,5,3,
Rfoofsb,326,62.4,Huascar Ynoa,Dylan Bundy,Byron Buxton,Carlos Correa,Ozzie Albies,Austin Riley,Jared Walsh,Adam Duvall,Marcell Ozuna,Manny Pina,P,P,OF,SS,2B,3B,1B,OF,OF,C,8600,5600,5900,5100,4800,4800,4700,4100,3800,2600,ATL,MIN,MIN,MIN,ATL,ATL,LAA,ATL,ATL,ATL,ATL,MIN,,5,2,
jlroebel,326,62.4,Huascar Ynoa,Dylan Bundy,Bryce Harper,Ozzie Albies,Austin Riley,J.T. Realmuto,Dansby Swanson,Adam Duvall,Marcell Ozuna,Luke Voit,P,P,OF,2B,3B,C,SS,OF,OF,1B,8600,5600,6200,4800,4800,4600,4200,4100,3800,3300,ATL,MIN,PHI,ATL,ATL,PHI,ATL,ATL,ATL,SD,ATL,PHI,,5,2,
tigerachi,328,62.25,Huascar Ynoa,Luis Patino,Wander Franco,George Springer,Ozzie Albies,Ty France,Marcell Ozuna,Max Kepler,Francisco Mejia,Gio Urshela,P,P,SS,OF,2B,1B,OF,OF,C,3B,8600,7800,5300,5100,4800,4500,3800,3700,3200,3200,ATL,TB,TB,TOR,ATL,SEA,ATL,MIN,TB,MIN,MIN,TB,ATL,2,2,2
nate-314,329,61.949997,Luis Patino,Nick Martinez,Shohei Ohtani,Mike Trout,Ozzie Albies,Austin Riley,J.T. Realmuto,Adam Duvall,Marcell Ozuna,Orlando Arcia,P,P,1B,OF,2B,3B,C,OF,OF,SS,7800,5900,6000,5600,4800,4800,4600,4100,3800,2500,TB,SD,LAA,LAA,ATL,ATL,PHI,ATL,ATL,ATL,ATL,LAA,,5,2,
Mghtank,330,61.9,Alex Wood,Huascar Ynoa,Bryce Harper,Byron Buxton,Jorge Soler,Garrett Cooper,Luis Arraez,Gio Urshela,Gary Sanchez,Thairo Estrada,P,P,OF,OF,OF,1B,2B,3B,C,SS,9200,8600,6200,5900,4100,3600,3600,3200,2800,2600,SF,ATL,PHI,MIN,MIA,MIA,MIN,MIN,MIN,SF,MIN,MIA,,4,2,
UTHfan,330,61.9,Alex Wood,Huascar Ynoa,Brandon Belt,Brandon Lowe,Kyle Schwarber,Mitch Haniger,Francisco Mejia,Ha-Seong Kim,Chad Pinder,Brett Phillips,P,P,1B,2B,OF,OF,C,SS,3B,OF,9200,8600,5500,5400,5300,4600,3200,2900,2700,2600,SF,ATL,SF,TB,PHI,SEA,TB,SD,OAK,TB,TB,,,3,,
k201986,332,61.85,Alek Manoah,Huascar Ynoa,Matt Olson,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Lourdes Gurriel Jr.,Thairo Estrada,Cal Raleigh,P,P,1B,2B,3B,OF,OF,OF,SS,C,10200,8600,5400,4800,4800,4100,3800,3600,2600,2100,TOR,ATL,ATL,ATL,ATL,ATL,ATL,TOR,SF,SEA,ATL,,,5,,
chicksdigthewongball,333,61.449997,Ranger Suarez,Dylan Bundy,Shohei Ohtani,Byron Buxton,Jazz Chisholm Jr.,Avisail Garcia,Nelson Cruz,Joey Wendle,Brian Anderson,Jacob Stallings,P,P,1B,OF,SS,OF,OF,2B,3B,C,8900,5600,6000,5900,5000,4300,4000,3800,3300,3000,PHI,MIN,LAA,MIN,MIA,MIA,WAS,MIA,MIA,MIA,MIA,,,5,,
Whiterock,334,61.4,Huascar Ynoa,Dylan Bundy,Wander Franco,Kyle Schwarber,Pete Alonso,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Gary Sanchez,P,P,SS,OF,1B,2B,3B,OF,OF,C,8600,5600,5300,5300,4800,4800,4800,4100,3800,2800,ATL,MIN,TB,PHI,NYM,ATL,ATL,ATL,ATL,MIN,ATL,,,4,,
Royz17,334,61.4,Huascar Ynoa,Nick Martinez,Bryce Harper,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Cal Raleigh,P,P,OF,SS,2B,3B,OF,1B,OF,C,8600,5900,6200,5300,4800,4800,4100,4000,3800,2100,ATL,SD,PHI,TB,ATL,ATL,ATL,TB,ATL,SEA,ATL,TB,,4,2,
rynpak,336,60.949997,Luis Patino,Nick Martinez,Byron Buxton,Matt Olson,Ozzie Albies,Austin Riley,Dansby Swanson,Marcell Ozuna,Max Kepler,Gary Sanchez,P,P,OF,1B,2B,3B,SS,OF,OF,C,7800,5900,5900,5400,4800,4800,4200,3800,3700,2800,TB,SD,MIN,ATL,ATL,ATL,ATL,ATL,MIN,MIN,ATL,MIN,,5,3,
ty317,336,60.949997,Luis Patino,Nick Martinez,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Adam Duvall,Marcell Ozuna,Max Stassi,P,P,OF,2B,3B,1B,SS,OF,OF,C,7800,5900,6000,4800,4800,4700,4200,4100,3800,3700,TB,SD,LAA,ATL,ATL,LAA,ATL,ATL,ATL,LAA,ATL,LAA,,5,3,
NipsDragTheFloor,338,60.55,Taijuan Walker,Dylan Bundy,Vladimir Guerrero Jr.,Shohei Ohtani,Kyle Schwarber,Giancarlo Stanton,Anthony Rendon,Tony Kemp,Ha-Seong Kim,Gary Sanchez,P,P,1B,OF,OF,OF,3B,2B,SS,C,8300,5600,6100,6000,5300,5200,4300,3300,2900,2800,NYM,MIN,TOR,LAA,PHI,NYY,LAA,OAK,SD,MIN,LAA,,,2,,
Raxson,339,60.45,Alek Manoah,Chris Flexen,Shohei Ohtani,Mitch Haniger,Adam Frazier,Abraham Toro,J.P. Crawford,Luke Voit,Manny Pina,Julio Rodriguez,P,P,OF,OF,2B,3B,SS,1B,C,OF,10200,9600,6000,4600,4000,3900,3800,3300,2600,2000,TOR,SEA,LAA,SEA,SEA,SEA,SEA,SD,ATL,SEA,SEA,,,5,,
pio417,340,60.25,Huascar Ynoa,Luis Patino,Byron Buxton,Brandon Lowe,Wander Franco,Adam Duvall,Ji-Man Choi,Gio Urshela,Gary Sanchez,Josh Lowe,P,P,OF,2B,SS,OF,1B,3B,C,OF,8600,7800,5900,5400,5300,4100,4000,3200,2800,2800,ATL,TB,MIN,TB,TB,ATL,TB,MIN,MIN,TB,TB,MIN,,4,3,
ber1124,341,60.0,Chris Flexen,Dylan Bundy,Bryce Harper,Vladimir Guerrero Jr.,Shohei Ohtani,Mark Canha,Didi Gregorius,J.D. Davis,Gary Sanchez,Marwin Gonzalez,P,P,OF,1B,OF,OF,SS,3B,C,2B,9600,5600,6200,6100,6000,4200,3700,3000,2800,2800,SEA,MIN,PHI,TOR,LAA,NYM,PHI,NYM,MIN,NYY,NYM,PHI,,2,2,
Deiner10,342,59.95,Alex Wood,Ranger Suarez,Brandon Belt,Brandon Lowe,Brandon Crawford,Mike Yastrzemski,Joc Pederson,Gio Urshela,Josh Lowe,Joey Bart,P,P,1B,2B,SS,OF,OF,3B,OF,C,9200,8900,5500,5400,5200,3800,3200,3200,2800,2500,SF,PHI,SF,TB,SF,SF,SF,MIN,TB,SF,SF,TB,,5,2,
JiggyJus,343,59.85,Alek Manoah,Huascar Ynoa,Brandon Lowe,Starling Marte,Pete Alonso,Francisco Lindor,Mark Canha,J.D. Davis,Cal Raleigh,Julio Rodriguez,P,P,2B,OF,1B,SS,OF,3B,C,OF,10200,8600,5400,4900,4800,4600,4200,3000,2100,2000,TOR,ATL,TB,NYM,NYM,NYM,NYM,NYM,SEA,SEA,NYM,SEA,,5,2,
queenofhearts8,344,59.6,Luis Patino,Elieser Hernandez,Vladimir Guerrero Jr.,Bo Bichette,Brandon Lowe,George Springer,Teoscar Hernandez,Francisco Mejia,Taylor Walls,Jurickson Profar,P,P,1B,SS,2B,OF,OF,C,3B,OF,7800,7500,6100,5400,5400,5100,4700,3200,2400,2400,TB,MIA,TOR,TOR,TB,TOR,TOR,TB,TB,SD,TOR,TB,,4,3,
mt33428,345,59.4,Huascar Ynoa,Dylan Bundy,Brandon Lowe,Wander Franco,Kyle Schwarber,Jared Walsh,J.T. Realmuto,Anthony Rendon,Kevin Kiermaier,Josh Lowe,P,P,2B,SS,OF,1B,C,3B,OF,OF,8600,5600,5400,5300,5300,4700,4600,4300,3000,2800,ATL,MIN,TB,TB,PHI,LAA,PHI,LAA,TB,TB,TB,LAA,PHI,4,2,2
zimballz,346,59.25,Alex Wood,Elieser Hernandez,Brandon Lowe,Jazz Chisholm Jr.,Austin Riley,Jesus Sanchez,Jorge Soler,Garrett Cooper,Francisco Mejia,Josh Lowe,P,P,2B,SS,3B,OF,OF,1B,C,OF,9200,7500,5400,5000,4800,4200,4100,3600,3200,2800,SF,MIA,TB,MIA,ATL,MIA,MIA,MIA,TB,TB,MIA,TB,,4,3,
salvador_ledezma,347,59.199997,Luis Patino,Michael Lorenzen,Bryce Harper,Shohei Ohtani,Ozzie Albies,Dansby Swanson,Adam Duvall,Abraham Toro,Marcell Ozuna,Cal Raleigh,P,P,OF,1B,2B,SS,OF,3B,OF,C,7800,6700,6200,6000,4800,4200,4100,3900,3800,2100,TB,LAA,PHI,LAA,ATL,ATL,ATL,SEA,ATL,SEA,ATL,SEA,,4,2,
Jedi_Pred,348,58.949997,Luis Patino,Dylan Bundy,Matt Olson,Wander Franco,Kyle Schwarber,Ozzie Albies,Austin Riley,Adam Duvall,Kyle Higashioka,Aaron Hicks,P,P,1B,SS,OF,2B,3B,OF,C,OF,7800,5600,5400,5300,5300,4800,4800,4100,3300,3100,TB,MIN,ATL,TB,PHI,ATL,ATL,ATL,NYY,NYY,ATL,NYY,,4,2,
Jrk410,349,58.8,Alex Wood,Jameson Taillon,Brandon Lowe,Austin Riley,Dansby Swanson,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,2B,3B,SS,OF,1B,OF,C,OF,9200,8000,5400,4800,4200,4100,4000,3800,3200,2800,SF,NYY,TB,ATL,ATL,ATL,TB,ATL,TB,TB,ATL,TB,,4,4,
duckbutterbabineaux,350,58.25,Huascar Ynoa,Luis Patino,Matt Olson,Wander Franco,Austin Riley,Jake Cronenworth,Trent Grisham,Marcell Ozuna,Austin Nola,Josh Lowe,P,P,1B,SS,3B,2B,OF,OF,C,OF,8600,7800,5400,5300,4800,4200,3800,3800,2900,2800,ATL,TB,ATL,TB,ATL,SD,SD,ATL,SD,TB,ATL,SD,TB,3,3,2
mrgoodseats,351,57.95,Alex Wood,Ranger Suarez,Jazz Chisholm Jr.,Ozzie Albies,Jesus Sanchez,Jorge Soler,Marcell Ozuna,Garrett Cooper,Brian Anderson,Gary Sanchez,P,P,SS,2B,OF,OF,OF,1B,3B,C,9200,8900,5000,4800,4200,4100,3800,3600,3300,2800,SF,PHI,MIA,ATL,MIA,MIA,ATL,MIA,MIA,MIN,MIA,ATL,,5,2,
MidgetCoach,352,57.9,Alex Wood,Huascar Ynoa,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Josh Lowe,Manny Pina,P,P,SS,2B,3B,OF,1B,OF,OF,C,9200,8600,5300,4800,4800,4100,4000,3800,2800,2600,SF,ATL,TB,ATL,ATL,ATL,TB,ATL,TB,ATL,ATL,TB,,5,3,
TANK1013,352,57.9,Alex Wood,Huascar Ynoa,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Josh Lowe,Manny Pina,P,P,SS,2B,3B,OF,1B,OF,OF,C,9200,8600,5300,4800,4800,4100,4000,3800,2800,2600,SF,ATL,TB,ATL,ATL,ATL,TB,ATL,TB,ATL,ATL,TB,,5,3,
fantasyisreal23,352,57.9,Alex Wood,Huascar Ynoa,Shohei Ohtani,Jared Walsh,Jesus Sanchez,Jorge Soler,Joey Wendle,Brian Anderson,David Fletcher,Jacob Stallings,P,P,OF,1B,OF,OF,2B,3B,SS,C,9200,8600,6000,4700,4200,4100,3800,3300,3100,3000,SF,ATL,LAA,LAA,MIA,MIA,MIA,MIA,LAA,MIA,MIA,LAA,,5,3,
ajmills100,355,57.4,Huascar Ynoa,Nick Martinez,Byron Buxton,Pete Alonso,Ozzie Albies,Austin Riley,Dansby Swanson,Marcell Ozuna,Travis d'Arnaud,Alex Kirilloff,P,P,OF,1B,2B,3B,SS,OF,C,OF,8600,5900,5900,4800,4800,4800,4200,3800,3600,3400,ATL,SD,MIN,NYM,ATL,ATL,ATL,ATL,ATL,MIN,ATL,MIN,,5,2,
wubshackle,355,57.4,Huascar Ynoa,Dylan Bundy,Bryce Harper,Nick Castellanos,Kyle Schwarber,Dansby Swanson,Eduardo Escobar,Miguel Sano,Luis Arraez,Gary Sanchez,P,P,OF,OF,OF,SS,3B,1B,2B,C,8600,5600,6200,5600,5300,4200,4100,3900,3600,2800,ATL,MIN,PHI,PHI,PHI,ATL,NYM,MIN,MIN,MIN,PHI,MIN,,3,3,
FantasyGainz,355,57.4,Alek Manoah,Luis Patino,Shohei Ohtani,Ozzie Albies,Anthony Rendon,Adam Duvall,Marcell Ozuna,Jose Rojas,Manny Pina,Orlando Arcia,P,P,1B,2B,3B,OF,OF,OF,C,SS,10200,7800,6000,4800,4300,4100,3800,2600,2600,2500,TOR,TB,LAA,ATL,LAA,ATL,ATL,LAA,ATL,ATL,ATL,LAA,,5,3,
whodatwedat21,358,57.3,Ranger Suarez,Luis Patino,Bryce Harper,Brandon Belt,Kyle Schwarber,Brandon Crawford,Mike Yastrzemski,Joey Bart,Taylor Walls,Santiago Espinal,P,P,OF,1B,OF,SS,OF,C,3B,2B,8900,7800,6200,5500,5300,5200,3800,2500,2400,2400,PHI,TB,PHI,SF,PHI,SF,SF,SF,TB,TOR,SF,PHI,,4,2,
faceit540,359,57.25,Huascar Ynoa,Luis Patino,Brandon Belt,Brandon Lowe,Wander Franco,Teoscar Hernandez,Matt Chapman,Francisco Mejia,Joc Pederson,Julio Rodriguez,P,P,1B,2B,SS,OF,3B,C,OF,OF,8600,7800,5500,5400,5300,4700,4000,3200,3200,2000,ATL,TB,SF,TB,TB,TOR,TOR,TB,SF,SEA,TB,SF,TOR,3,2,2
BoneHardGorilla,359,57.25,Huascar Ynoa,Luis Patino,Vladimir Guerrero Jr.,Brandon Lowe,Wander Franco,Kyle Schwarber,Francisco Mejia,Brandon Marsh,Josh Lowe,Taylor Walls,P,P,1B,2B,SS,OF,C,OF,OF,3B,8600,7800,6100,5400,5300,5300,3200,3100,2800,2400,ATL,TB,TOR,TB,TB,PHI,TB,LAA,TB,TB,TB,,,5,,
berzaj23,361,56.949997,Luis Patino,Dylan Bundy,Shohei Ohtani,Byron Buxton,Aaron Judge,Jared Walsh,DJ LeMahieu,Gleyber Torres,Marwin Gonzalez,Manny Pina,P,P,OF,OF,OF,1B,3B,SS,2B,C,7800,5600,6000,5900,5800,4700,4700,4100,2800,2600,TB,MIN,LAA,MIN,NYY,LAA,NYY,NYY,NYY,ATL,NYY,LAA,,4,2,
Bradydiggler,361,56.949997,Luis Patino,Dylan Bundy,Bryce Harper,Nick Castellanos,Giancarlo Stanton,Anthony Rizzo,Jean Segura,Didi Gregorius,Alec Bohm,Gary Sanchez,P,P,OF,OF,OF,1B,2B,SS,3B,C,7800,5600,6200,5600,5200,5000,4400,3700,3700,2800,TB,MIN,PHI,PHI,NYY,NYY,PHI,PHI,PHI,MIN,PHI,NYY,,5,2,
fscspirit13,363,56.9,Alex Wood,Huascar Ynoa,Ozzie Albies,Austin Riley,Teoscar Hernandez,Mitch Haniger,Ty France,Lourdes Gurriel Jr.,Gary Sanchez,Santiago Espinal,P,P,2B,3B,OF,OF,1B,OF,C,SS,9200,8600,4800,4800,4700,4600,4500,3600,2800,2400,SF,ATL,ATL,ATL,TOR,SEA,SEA,TOR,MIN,TOR,TOR,ATL,SEA,3,2,2
tonysays,364,56.65,Huascar Ynoa,Michael Lorenzen,Kyle Schwarber,Carlos Correa,Jesse Winker,Jorge Polanco,Mitch Haniger,Miguel Sano,Gio Urshela,Manny Pina,P,P,OF,SS,OF,2B,OF,1B,3B,C,8600,6700,5300,5100,5000,4900,4600,3900,3200,2600,ATL,LAA,PHI,MIN,SEA,MIN,SEA,MIN,MIN,ATL,MIN,SEA,,4,2,
TRMP31,365,56.6,Alex Wood,Dylan Bundy,Bryce Harper,Matt Olson,Carlos Correa,Ozzie Albies,Garrett Cooper,Gio Urshela,Jacob Stallings,Darin Ruf,P,P,OF,1B,SS,2B,OF,3B,C,OF,9200,5600,6200,5400,5100,4800,3600,3200,3000,2900,SF,MIN,PHI,ATL,MIN,ATL,MIA,MIN,MIA,SF,MIN,MIA,ATL,2,2,2
jon70,366,56.4,Huascar Ynoa,Dylan Bundy,Bryce Harper,Kyle Schwarber,Rhys Hoskins,Jean Segura,Mike Yastrzemski,Didi Gregorius,Francisco Mejia,Gio Urshela,P,P,OF,OF,1B,2B,OF,SS,C,3B,8600,5600,6200,5300,5200,4400,3800,3700,3200,3200,ATL,MIN,PHI,PHI,PHI,PHI,SF,PHI,TB,MIN,PHI,,,5,,
cwilsn,367,55.65,Ranger Suarez,Jameson Taillon,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Marcell Ozuna,Lourdes Gurriel Jr.,Josh Lowe,Manny Pina,P,P,1B,SS,2B,3B,OF,OF,OF,C,8900,8000,5400,5300,4800,4800,3800,3600,2800,2600,PHI,NYY,ATL,TB,ATL,ATL,ATL,TOR,TB,ATL,ATL,TB,,5,2,
officialcraigy,368,55.45,Alex Wood,Luis Patino,Brandon Lowe,Wander Franco,Yandy Diaz,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Josh Lowe,Manny Pina,P,P,2B,SS,3B,OF,1B,OF,OF,C,9200,7800,5400,5300,4500,4100,4000,3800,2800,2600,SF,TB,TB,TB,TB,ATL,TB,ATL,TB,ATL,TB,ATL,,5,3,
E1OCHOA,369,54.9,Alex Wood,Huascar Ynoa,Brandon Lowe,Wander Franco,Adam Duvall,Max Kepler,Luis Arraez,Alex Kirilloff,Francisco Mejia,Kevin Kiermaier,P,P,2B,SS,OF,OF,3B,1B,C,OF,9200,8600,5400,5300,4100,3700,3600,3400,3200,3000,SF,ATL,TB,TB,ATL,MIN,MIN,MIN,TB,TB,TB,MIN,,4,3,
kmoff77,370,54.699997,Ranger Suarez,Michael Lorenzen,Matt Olson,Jesse Winker,Ozzie Albies,Dansby Swanson,Adam Duvall,Abraham Toro,Marcell Ozuna,Cal Raleigh,P,P,1B,OF,2B,SS,OF,3B,OF,C,8900,6700,5400,5000,4800,4200,4100,3900,3800,2100,PHI,LAA,ATL,SEA,ATL,ATL,ATL,SEA,ATL,SEA,ATL,SEA,,5,3,
Billydakid2013,371,54.45,Alex Wood,Luis Patino,Kyle Schwarber,Ozzie Albies,Austin Riley,Teoscar Hernandez,Ji-Man Choi,Didi Gregorius,Josh Lowe,Manny Pina,P,P,OF,2B,3B,OF,1B,SS,OF,C,9200,7800,5300,4800,4800,4700,4000,3700,2800,2600,SF,TB,PHI,ATL,ATL,TOR,TB,PHI,TB,ATL,ATL,TB,PHI,3,2,2
Bigggmarkkk,372,54.4,Alek Manoah,Luis Patino,Vladimir Guerrero Jr.,Bo Bichette,Brandon Lowe,Teoscar Hernandez,Lourdes Gurriel Jr.,Taylor Walls,Zack Collins,Julio Rodriguez,P,P,1B,SS,2B,OF,OF,3B,C,OF,10200,7800,6100,5400,5400,4700,3600,2400,2300,2000,TOR,TB,TOR,TOR,TB,TOR,TOR,TB,TOR,SEA,TOR,TB,,5,2,
tdub17,373,54.25,Huascar Ynoa,Luis Patino,Wander Franco,Manny Machado,Ozzie Albies,Adam Duvall,Mike Yastrzemski,Luke Voit,Francisco Mejia,Joc Pederson,P,P,SS,3B,2B,OF,OF,1B,C,OF,8600,7800,5300,4900,4800,4100,3800,3300,3200,3200,ATL,TB,TB,SD,ATL,ATL,SF,SD,TB,SF,ATL,TB,SD,2,2,2
KINGSFAN67,374,54.199997,Luis Patino,Michael Lorenzen,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Mitch Haniger,Dansby Swanson,Marcell Ozuna,Manny Pina,P,P,OF,2B,3B,1B,OF,SS,OF,C,7800,6700,6000,4800,4800,4700,4600,4200,3800,2600,TB,LAA,LAA,ATL,ATL,LAA,SEA,ATL,ATL,ATL,ATL,LAA,,5,2,
bman77,375,54.0,Chris Flexen,Nick Martinez,Juan Soto,Bo Bichette,Anthony Rizzo,Jesse Winker,Ozzie Albies,Keibert Ruiz,Josh Lowe,Taylor Walls,P,P,OF,SS,1B,OF,2B,C,OF,3B,9600,5900,5700,5400,5000,5000,4800,3200,2800,2400,SEA,SD,WAS,TOR,NYY,SEA,ATL,WAS,TB,TB,TB,WAS,,2,2,
Rizzo100,376,53.9,Alex Wood,Huascar Ynoa,Matt Olson,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Didi Gregorius,Gary Sanchez,Josh Lowe,P,P,1B,2B,3B,OF,OF,SS,C,OF,9200,8600,5400,4800,4800,4100,3800,3700,2800,2800,SF,ATL,ATL,ATL,ATL,ATL,ATL,PHI,MIN,TB,ATL,,,5,,
ehafner,377,53.6,Huascar Ynoa,Jameson Taillon,Matt Olson,Wander Franco,Ozzie Albies,Austin Riley,Adam Duvall,Francisco Mejia,Josh Lowe,Brett Phillips,P,P,1B,SS,2B,3B,OF,C,OF,OF,8600,8000,5400,5300,4800,4800,4100,3200,2800,2600,ATL,NYY,ATL,TB,ATL,ATL,ATL,TB,TB,TB,ATL,TB,,4,4,
hvachack96,378,53.45,Alex Wood,Luis Patino,Shohei Ohtani,Nick Castellanos,Ozzie Albies,Austin Riley,Marcell Ozuna,Darin Ruf,Gary Sanchez,Tyler Wade,P,P,1B,OF,2B,3B,OF,OF,C,SS,9200,7800,6000,5600,4800,4800,3800,2900,2800,2300,SF,TB,LAA,PHI,ATL,ATL,ATL,SF,MIN,LAA,ATL,LAA,,3,2,
bmosley21,378,53.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Marcell Ozuna,Josh Lowe,Joey Bart,P,P,1B,2B,3B,SS,OF,OF,OF,C,9200,7800,6000,4800,4800,4200,4100,3800,2800,2500,SF,TB,LAA,ATL,ATL,ATL,ATL,ATL,TB,SF,ATL,,,5,,
justwinbaby21,378,53.449997,Ranger Suarez,Dylan Bundy,Bryce Harper,Juan Soto,Matt Olson,Ozzie Albies,Anthony Rendon,Marcell Ozuna,Manny Pina,Thairo Estrada,P,P,OF,OF,1B,2B,3B,OF,C,SS,8900,5600,6200,5700,5400,4800,4300,3800,2600,2600,PHI,MIN,PHI,WAS,ATL,ATL,LAA,ATL,ATL,SF,ATL,,,4,,
Cullenrob09,381,53.199997,Luis Patino,Michael Lorenzen,Bryce Harper,Aaron Judge,Pete Alonso,Ozzie Albies,Francisco Lindor,Gio Urshela,Darin Ruf,Manny Pina,P,P,OF,OF,1B,2B,SS,3B,OF,C,7800,6700,6200,5800,4800,4800,4600,3200,2900,2600,TB,LAA,PHI,NYY,NYM,ATL,NYM,MIN,SF,ATL,NYM,ATL,,2,2,
TheVault,382,52.949997,Luis Patino,Dylan Bundy,Shohei Ohtani,Juan Soto,Ozzie Albies,Austin Riley,Jared Walsh,Dansby Swanson,Marcell Ozuna,Manny Pina,P,P,OF,OF,2B,3B,1B,SS,OF,C,7800,5600,6000,5700,4800,4800,4700,4200,3800,2600,TB,MIN,LAA,WAS,ATL,ATL,LAA,ATL,ATL,ATL,ATL,LAA,,5,2,
kfalik,383,52.9,Alex Wood,Huascar Ynoa,Brandon Belt,Brandon Lowe,Brandon Crawford,Mike Yastrzemski,Francisco Mejia,Joc Pederson,Josh Lowe,Taylor Walls,P,P,1B,2B,SS,OF,C,OF,OF,3B,9200,8600,5500,5400,5200,3800,3200,3200,2800,2400,SF,ATL,SF,TB,SF,SF,TB,SF,TB,TB,TB,SF,,4,4,
RoscoeJimmy55,383,52.9,Alex Wood,Huascar Ynoa,Kyle Schwarber,Giancarlo Stanton,Eduardo Escobar,J.P. Crawford,Luis Arraez,Alex Kirilloff,Francisco Mejia,Gio Urshela,P,P,OF,OF,1B,SS,2B,OF,C,3B,9200,8600,5300,5200,4100,3800,3600,3400,3200,3200,SF,ATL,PHI,NYY,NYM,SEA,MIN,MIN,TB,MIN,MIN,,,3,,
dannydonahue7777,385,52.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Marcell Ozuna,Gary Sanchez,Julio Rodriguez,P,P,1B,2B,3B,SS,OF,OF,C,OF,9200,7800,6000,4800,4800,4200,4100,3800,2800,2000,SF,TB,LAA,ATL,ATL,ATL,ATL,ATL,MIN,SEA,ATL,,,5,,
Steiny99,385,52.449997,Ranger Suarez,Dylan Bundy,Matt Olson,Wander Franco,Kyle Schwarber,Austin Riley,Jean Segura,Adam Duvall,Francisco Mejia,Kevin Kiermaier,P,P,1B,SS,OF,3B,2B,OF,C,OF,8900,5600,5400,5300,5300,4800,4400,4100,3200,3000,PHI,MIN,ATL,TB,PHI,ATL,PHI,ATL,TB,TB,ATL,TB,PHI,3,3,2
clark40171,387,51.949997,Luis Patino,Nick Martinez,Bryce Harper,Shohei Ohtani,Juan Soto,Ozzie Albies,Eugenio Suarez,Jorge Soler,Gary Sanchez,Orlando Arcia,P,P,OF,1B,OF,2B,3B,OF,C,SS,7800,5900,6200,6000,5700,4800,4200,4100,2800,2500,TB,SD,PHI,LAA,WAS,ATL,SEA,MIA,MIN,ATL,ATL,,,2,,
Green_Ranger_91,388,51.9,Alex Wood,Huascar Ynoa,Nick Castellanos,Ozzie Albies,Austin Riley,Dansby Swanson,Adam Duvall,Joc Pederson,James McCann,Billy McKinney,P,P,OF,2B,3B,SS,OF,OF,C,1B,9200,8600,5600,4800,4800,4200,4100,3200,3000,2400,SF,ATL,PHI,ATL,ATL,ATL,ATL,SF,NYM,OAK,ATL,,,4,,
